0.000000	0.327020	-5.414780	-0.293952
0.010000	0.337684	-5.416597	-0.294150
0.020000	0.327011	-5.414777	-0.293951
0.030000	0.337675	-5.416594	-0.294150
0.040000	0.327004	-5.414775	-0.293951
0.050000	0.337679	-5.416596	-0.294150
0.060000	0.327023	-5.414781	-0.293952
0.070000	0.337690	-5.416598	-0.294150
0.080000	0.326993	-5.414770	-0.293950
0.090000	0.337637	-5.416582	-0.294148
0.100000	0.327006	-5.414779	-0.293951
0.110000	0.337762	-5.416625	-0.294154
0.120000	0.327101	-5.414801	-0.293955
0.130000	0.337586	-5.416555	-0.294145
0.140000	0.326726	-5.414685	-0.293938
0.150000	0.337599	-5.416592	-0.294149
0.160000	0.327542	-5.414970	-0.293978
0.170000	0.338365	-5.416789	-0.294179
0.180000	0.326536	-5.414551	-0.293922
0.190000	0.335746	-5.415960	-0.294059
0.200000	0.326149	-5.414642	-0.293926
0.210000	0.340985	-5.417827	-0.294321
0.220000	0.332070	-5.416262	-0.294172
0.230000	0.335505	-5.415396	-0.293998
0.240000	0.314048	-5.410426	-0.293330
0.250000	0.329741	-5.414943	-0.293873
0.260000	0.347104	-5.422499	-0.295014
0.270000	0.374266	-5.427644	-0.295779
0.280000	0.319564	-5.408964	-0.293256
0.290000	0.251804	-5.387204	-0.289974
0.300000	0.257458	-5.398353	-0.291325
0.310000	0.448526	-5.463180	-0.300430
0.320000	0.580875	-5.496589	-0.305791
0.330000	0.361918	-5.402629	-0.293055
0.340000	-0.177478	-5.232247	-0.268397
0.350000	-0.262627	-5.257181	-0.269686
0.360000	0.739854	-5.632171	-0.321860
0.370000	2.461343	-6.049185	-0.387469
0.380000	3.515911	-5.830310	-0.377851
0.390000	3.125983	-4.604928	-0.242722
0.400000	1.833231	-2.749573	-0.028342
0.410000	0.795834	-1.123019	0.159053
0.420000	0.179713	-0.387783	0.242825
0.430000	-0.737161	-0.744489	0.207670
0.440000	-2.689375	-2.103431	0.070240
0.450000	-5.522044	-4.407232	-0.163092
0.460000	-8.679336	-7.634315	-0.494596
0.470000	-11.670773	-11.718685	-0.919576
0.480000	-14.407214	-16.419769	-1.411591
0.490000	-16.972256	-21.411222	-1.932279
0.500000	-19.542465	-26.289898	-2.435548
0.510000	-22.380999	-30.667983	-2.876615
0.520000	-25.830715	-34.121718	-3.208709
0.530000	-30.248578	-36.263992	-3.391418
0.540000	-35.721407	-36.742164	-3.392889
0.550000	-41.902423	-35.325986	-3.199990
0.560000	-47.800278	-31.937455	-2.818867
0.570000	-51.930870	-26.699592	-2.277531
0.580000	-52.682598	-19.981991	-1.622278
0.590000	-48.918750	-12.368579	-0.912932
0.600000	-40.689877	-4.656307	-0.217336
0.610000	-29.311312	2.322675	0.399635
0.620000	-17.337619	7.775582	0.881821
0.630000	-7.456237	11.182623	1.194341
0.640000	-2.013143	12.309141	1.324228
0.650000	-1.959390	11.304731	1.285549
0.660000	-7.122565	8.565659	1.110350
0.670000	-16.022600	4.700163	0.844818
0.680000	-26.706772	0.357896	0.536965
0.690000	-36.861309	-3.798514	0.233176
0.700000	-44.480199	-7.196048	-0.028493
0.710000	-47.830065	-9.340898	-0.216803
0.720000	-45.822118	-9.878265	-0.309040
0.730000	-37.877221	-8.589538	-0.288904
0.740000	-24.125213	-5.436202	-0.148036
0.750000	-5.232488	-0.563571	0.112844
0.760000	17.545594	5.697750	0.481898
0.770000	42.590539	12.859718	0.934186
0.780000	68.008861	20.332674	1.433041
0.790000	91.886006	27.487865	1.932397
0.800000	112.445605	33.736725	2.383621
0.810000	128.252302	38.590547	2.741950
0.820000	138.341374	41.716124	2.973991
0.830000	142.287792	42.955440	3.061837
0.840000	140.234886	42.336143	3.005033
0.850000	132.815777	40.046041	2.818676
0.860000	121.092855	36.410577	2.530159
0.870000	106.374292	31.836576	2.173699
0.880000	90.086080	26.768002	1.785555
0.890000	73.548746	21.618388	1.398630
0.900000	57.912095	16.746547	1.040239
0.910000	44.073220	12.433798	0.730550
0.920000	32.701378	8.888712	0.483025
0.930000	24.090021	6.203632	0.302111
0.940000	18.096937	4.332936	0.182571
0.950000	14.232333	3.123054	0.111909
0.960000	12.054906	2.434914	0.078358
0.970000	11.300201	2.188026	0.073513
0.980000	11.640980	2.283573	0.088077
0.990000	12.405134	2.515627	0.107356
1.000000	13.169012	2.747442	0.126600
1.010000	13.928167	2.977911	0.145704
